municipality_code,municipality_name,period,population_estimated
2414407,Touros - RN,2024,34624.0
2414456,Triunfo Potiguar - RN,2024,3474.0
2414506,Umarizal - RN,2024,10671.0
2414605,Upanema - RN,2024,14013.0
2414704,Várzea - RN,2024,5383.0
2414753,Venha-Ver - RN,2024,3035.0
2414803,Vera Cruz - RN,2024,11044.0
2414902,Viçosa - RN,2024,1890.0
2415008,Vila Flor - RN,2024,3289.0
2500106,Água Branca - PB,2024,9578.0
2500205,Aguiar - PB,2024,5061.0
2500304,Alagoa Grande - PB,2024,26774.0
2500403,Alagoa Nova - PB,2024,21724.0
2500502,Alagoinha - PB,2024,14118.0
2500536,Alcantil - PB,2024,5777.0
2500577,Algodão de Jandaíra - PB,2024,3105.0
2500601,Alhandra - PB,2024,22797.0
2500700,São João do Rio do Peixe - PB,2024,18468.0
2500734,Amparo - PB,2024,2316.0
2500775,Aparecida - PB,2024,8225.0
2500809,Araçagi - PB,2024,17012.0
2500908,Arara - PB,2024,12496.0
2501005,Araruna - PB,2024,17442.0
2501104,Areia - PB,2024,23082.0
2501153,Areia de Baraúnas - PB,2024,2036.0
2501203,Areial - PB,2024,7393.0
2501302,Aroeiras - PB,2024,19148.0
2501351,Assunção - PB,2024,4342.0
2501401,Baía da Traição - PB,2024,9648.0
2501500,Bananeiras - PB,2024,23989.0
2501534,Baraúna - PB,2024,4968.0
2501575,Barra de Santana - PB,2024,8253.0
2501609,Barra de Santa Rosa - PB,2024,13094.0
2501708,Barra de São Miguel - PB,2024,6101.0
2501807,Bayeux - PB,2024,84404.0
2501906,Belém - PB,2024,16740.0
2502003,Belém do Brejo do Cruz - PB,2024,6324.0
2502052,Bernardino Batista - PB,2024,3650.0
2502102,Boa Ventura - PB,2024,5277.0
2502151,Boa Vista - PB,2024,6575.0
2502201,Bom Jesus - PB,2024,2333.0
2502300,Bom Sucesso - PB,2024,4740.0
2502409,Bonito de Santa Fé - PB,2024,10460.0
2502508,Boqueirão - PB,2024,18153.0
2502607,Igaracy - PB,2024,5743.0
2502706,Borborema - PB,2024,4231.0
2502805,Brejo do Cruz - PB,2024,14050.0
2502904,Brejo dos Santos - PB,2024,5840.0
2503001,Caaporã - PB,2024,21865.0
2503100,Cabaceiras - PB,2024,5515.0
2503209,Cabedelo - PB,2024,70067.0
2503308,Cachoeira dos Índios - PB,2024,9351.0
2503407,Cacimba de Areia - PB,2024,3354.0
2503506,Cacimba de Dentro - PB,2024,16373.0
2503555,Cacimbas - PB,2024,7478.0
2503605,Caiçara - PB,2024,6713.0
2503704,Cajazeiras - PB,2024,66171.0
2503753,Cajazeirinhas - PB,2024,2776.0
2503803,Caldas Brandão - PB,2024,5928.0
2503902,Camalaú - PB,2024,6298.0
2504009,Campina Grande - PB,2024,440939.0
2504033,Capim - PB,2024,7347.0
2504074,Caraúbas - PB,2024,4059.0
2504108,Carrapateira - PB,2024,2367.0
2504157,Casserengue - PB,2024,7056.0
2504207,Catingueira - PB,2024,4572.0
2504306,Catolé do Rocha - PB,2024,32118.0
2504355,Caturité - PB,2024,5492.0
2504405,Conceição - PB,2024,18723.0
2504504,Condado - PB,2024,6624.0
2504603,Conde - PB,2024,29543.0
2504702,Congo - PB,2024,5102.0
2504801,Coremas - PB,2024,15005.0
2504850,Coxixola - PB,2024,1882.0
2504900,Cruz do Espírito Santo - PB,2024,17718.0
2505006,Cubati - PB,2024,7820.0
2505105,Cuité - PB,2024,20205.0
2505204,Cuitegi - PB,2024,6894.0
2505238,Cuité de Mamanguape - PB,2024,6431.0
2505279,Curral de Cima - PB,2024,5406.0
2505303,Curral Velho - PB,2024,2327.0
2505352,Damião - PB,2024,5131.0
2505402,Desterro - PB,2024,8300.0
2505501,Vista Serrana - PB,2024,3759.0
2505600,Diamante - PB,2024,6431.0
2505709,Dona Inês - PB,2024,10640.0
2505808,Duas Estradas - PB,2024,3377.0
2505907,Emas - PB,2024,3053.0
2506004,Esperança - PB,2024,32522.0
2506103,Fagundes - PB,2024,11315.0
2506202,Frei Martinho - PB,2024,2913.0
2506251,Gado Bravo - PB,2024,8395.0
2506301,Guarabira - PB,2024,59836.0
2506400,Gurinhém - PB,2024,14133.0
2506509,Gurjão - PB,2024,3343.0
2506608,Ibiara - PB,2024,5733.0
2506707,Imaculada - PB,2024,10550.0
2506806,Ingá - PB,2024,18197.0
2506905,Itabaiana - PB,2024,23621.0
2507002,Itaporanga - PB,2024,24686.0
2507101,Itapororoca - PB,2024,19054.0
2507200,Itatuba - PB,2024,10816.0
2507309,Jacaraú - PB,2024,14923.0
2507408,Jericó - PB,2024,7721.0
2507507,João Pessoa - PB,2024,888679.0
2507606,Juarez Távora - PB,2024,8057.0
2507705,Juazeirinho - PB,2024,17488.0
2507804,Junco do Seridó - PB,2024,7002.0
2507903,Juripiranga - PB,2024,10259.0
2508000,Juru - PB,2024,9410.0
2508109,Lagoa - PB,2024,4502.0
2508208,Lagoa de Dentro - PB,2024,8088.0
2508307,Lagoa Seca - PB,2024,29053.0
2508406,Lastro - PB,2024,3292.0
2508505,Livramento - PB,2024,7045.0
2508554,Logradouro - PB,2024,5045.0
2508604,Lucena - PB,2024,13019.0
2508703,Mãe d'Água - PB,2024,3624.0
2508802,Malta - PB,2024,6259.0
2508901,Mamanguape - PB,2024,46719.0
2509008,Manaíra - PB,2024,10700.0
2509057,Marcação - PB,2024,9435.0
2509107,Mari - PB,2024,22126.0
2509156,Marizópolis - PB,2024,6960.0
2509206,Massaranduba - PB,2024,14666.0
2509305,Mataraca - PB,2024,8585.0
2509339,Matinhas - PB,2024,4735.0
2509370,Mato Grosso - PB,2024,2592.0
2509396,Maturéia - PB,2024,6677.0
2509404,Mogeiro - PB,2024,14375.0
2509503,Montadas - PB,2024,6083.0
2509602,Monte Horebe - PB,2024,4435.0
2509701,Monteiro - PB,2024,33742.0
2509800,Mulungu - PB,2024,8945.0
2509909,Natuba - PB,2024,9014.0
2510006,Nazarezinho - PB,2024,7392.0
2510105,Nova Floresta - PB,2024,9884.0
2510204,Nova Olinda - PB,2024,5909.0
2510303,Nova Palmeira - PB,2024,4362.0
2510402,Olho d'Água - PB,2024,6111.0
2510501,Olivedos - PB,2024,3674.0
2510600,Ouro Velho - PB,2024,2998.0
2510659,Parari - PB,2024,1751.0
2510709,Passagem - PB,2024,2562.0
2510808,Patos - PB,2024,107774.0
2510907,Paulista - PB,2024,12160.0
2511004,Pedra Branca - PB,2024,3846.0
2511103,Pedra Lavrada - PB,2024,6998.0
2511202,Pedras de Fogo - PB,2024,31152.0
2511301,Piancó - PB,2024,17006.0
2511400,Picuí - PB,2024,18835.0
2511509,Pilar - PB,2024,12801.0
2511608,Pilões - PB,2024,6979.0
2511707,Pilõezinhos - PB,2024,5514.0
2511806,Pirpirituba - PB,2024,9467.0
2511905,Pitimbu - PB,2024,17164.0
2512002,Pocinhos - PB,2024,17990.0
2512036,Poço Dantas - PB,2024,3932.0
2512077,Poço de José de Moura - PB,2024,4120.0
2512101,Pombal - PB,2024,33796.0
2512200,Prata - PB,2024,4027.0
2512309,Princesa Isabel - PB,2024,21659.0
2512408,Puxinanã - PB,2024,14837.0
2512507,Queimadas - PB,2024,50214.0
2512606,Quixaba - PB,2024,1798.0
2512705,Remígio - PB,2024,18373.0
2512721,Pedro Régis - PB,2024,5925.0
2512747,Riachão - PB,2024,2964.0
2512754,Riachão do Bacamarte - PB,2024,4877.0
2512762,Riachão do Poço - PB,2024,4946.0
2512788,Riacho de Santo Antônio - PB,2024,2044.0
2512804,Riacho dos Cavalos - PB,2024,8762.0
2512903,Rio Tinto - PB,2024,25394.0
2513000,Salgadinho - PB,2024,3437.0
2513109,Salgado de São Félix - PB,2024,11760.0
2513158,Santa Cecília - PB,2024,8031.0
2513208,Santa Cruz - PB,2024,6041.0
2513307,Santa Helena - PB,2024,6020.0
2513356,Santa Inês - PB,2024,3274.0
2513406,Santa Luzia - PB,2024,15387.0
2513505,Santana de Mangueira - PB,2024,5106.0
2513604,Santana dos Garrotes - PB,2024,6657.0
2513653,Joca Claudino - PB,2024,2606.0
2513703,Santa Rita - PB,2024,159121.0
2513802,Santa Teresinha - PB,2024,4499.0
2513851,Santo André - PB,2024,2702.0
2513901,São Bento - PB,2024,33700.0
2513927,São Bentinho - PB,2024,4473.0
2513943,São Domingos do Cariri - PB,2024,2676.0
2513968,São Domingos - PB,2024,2636.0
2513984,São Francisco - PB,2024,3190.0
2514008,São João do Cariri - PB,2024,4341.0
2514107,São João do Tigre - PB,2024,4363.0
2514206,São José da Lagoa Tapada - PB,2024,7270.0
2514305,São José de Caiana - PB,2024,5032.0
2514404,São José de Espinharas - PB,2024,4099.0
2514453,São José dos Ramos - PB,2024,6105.0
2514503,São José de Piranhas - PB,2024,19552.0
2514552,São José de Princesa - PB,2024,3383.0
2514602,São José do Bonfim - PB,2024,3333.0
2514651,São José do Brejo do Cruz - PB,2024,1748.0
2514701,São José do Sabugi - PB,2024,4270.0
2514800,São José dos Cordeiros - PB,2024,3474.0
2514909,São Mamede - PB,2024,7640.0
2515005,São Miguel de Taipu - PB,2024,7287.0
2515104,São Sebastião de Lagoa de Roça - PB,2024,11365.0
2515203,São Sebastião do Umbuzeiro - PB,2024,3376.0
2515302,Sapé - PB,2024,53309.0
2515401,São Vicente do Seridó - PB,2024,10620.0
2515500,Serra Branca - PB,2024,14075.0
2515609,Serra da Raiz - PB,2024,3162.0
2515708,Serra Grande - PB,2024,3043.0
2515807,Serra Redonda - PB,2024,6984.0
2515906,Serraria - PB,2024,4839.0
2515930,Sertãozinho - PB,2024,5282.0
2515971,Sobrado - PB,2024,8579.0
2516003,Solânea - PB,2024,27749.0
2516102,Soledade - PB,2024,14381.0
2516151,Sossêgo - PB,2024,3461.0
2516201,Sousa - PB,2024,69876.0
2516300,Sumé - PB,2024,17763.0
2516409,Tacima - PB,2024,7934.0
2516508,Taperoá - PB,2024,14376.0
2516607,Tavares - PB,2024,14464.0
2516706,Teixeira - PB,2024,15082.0
2516755,Tenório - PB,2024,3069.0
2516805,Triunfo - PB,2024,10259.0
2516904,Uiraúna - PB,2024,15386.0
2517001,Umbuzeiro - PB,2024,9302.0
2517100,Várzea - PB,2024,2764.0
2517209,Vieirópolis - PB,2024,4974.0
2517407,Zabelê - PB,2024,2310.0
2600054,Abreu e Lima - PE,2024,103945.0
2600104,Afogados da Ingazeira - PE,2024,42407.0
2600203,Afrânio - PE,2024,19349.0
2600302,Agrestina - PE,2024,24615.0
2600401,Água Preta - PE,2024,27221.0
2600500,Águas Belas - PE,2024,43713.0
2600609,Alagoinha - PE,2024,14355.0
2600708,Aliança - PE,2024,37372.0
2600807,Altinho - PE,2024,21185.0
2600906,Amaraji - PE,2024,18471.0
2601003,Angelim - PE,2024,10580.0
2601052,Araçoiaba - PE,2024,19936.0
2601102,Araripina - PE,2024,90104.0
2601201,Arcoverde - PE,2024,82003.0
2601300,Barra de Guabiraba - PE,2024,12616.0
2601409,Barreiros - PE,2024,42056.0
2601508,Belém de Maria - PE,2024,10829.0
2601607,Belém do São Francisco - PE,2024,18713.0
2601706,Belo Jardim - PE,2024,83647.0
2601805,Betânia - PE,2024,11981.0
2601904,Bezerros - PE,2024,64809.0
2602001,Bodocó - PE,2024,36129.0
2602100,Bom Conselho - PE,2024,46192.0
2602209,Bom Jardim - PE,2024,39278.0
2602308,Bonito - PE,2024,39163.0
2602407,Brejão - PE,2024,9399.0
2602506,Brejinho - PE,2024,8010.0
2602605,Brejo da Madre de Deus - PE,2024,51107.0
2602704,Buenos Aires - PE,2024,13254.0
2602803,Buíque - PE,2024,54425.0
2602902,Cabo de Santo Agostinho - PE,2024,216969.0
2603009,Cabrobó - PE,2024,31746.0
2603108,Cachoeirinha - PE,2024,20612.0
2603207,Caetés - PE,2024,30441.0
2603306,Calçado - PE,2024,11445.0
2603405,Calumbi - PE,2024,5367.0
2603454,Camaragibe - PE,2024,155771.0
2603504,Camocim de São Félix - PE,2024,17991.0
2603603,Camutanga - PE,2024,7972.0
2603702,Canhotinho - PE,2024,25090.0
2603801,Capoeiras - PE,2024,18890.0
2603900,Carnaíba - PE,2024,19513.0
2603926,Carnaubeira da Penha - PE,2024,12682.0
2604007,Carpina - PE,2024,83205.0
2604106,Caruaru - PE,2024,402290.0
2604155,Casinhas - PE,2024,13489.0
2604205,Catende - PE,2024,33279.0
2604304,Cedro - PE,2024,10845.0
2604403,Chã de Alegria - PE,2024,13461.0
2604502,Chã Grande - PE,2024,21224.0
2604601,Condado - PE,2024,25383.0
2604700,Correntes - PE,2024,17660.0
2604809,Cortês - PE,2024,10512.0
2604908,Cumaru - PE,2024,16252.0
2605004,Cupira - PE,2024,24301.0
2605103,Custódia - PE,2024,39403.0
2605152,Dormentes - PE,2024,17749.0
2605202,Escada - PE,2024,62252.0
2605301,Exu - PE,2024,33436.0
2605400,Feira Nova - PE,2024,22169.0
2605459,Fernando de Noronha - PE,2024,3316.0
2605509,Ferreiros - PE,2024,15794.0
2605608,Flores - PE,2024,20835.0
2605707,Floresta - PE,2024,31627.0
2605806,Frei Miguelinho - PE,2024,14070.0
2605905,Gameleira - PE,2024,17973.0
2606002,Garanhuns - PE,2024,151064.0
2606101,Glória do Goitá - PE,2024,30370.0
2606200,Goiana - PE,2024,85160.0
2606309,Granito - PE,2024,7206.0
2606408,Gravatá - PE,2024,91887.0
2606507,Iati - PE,2024,17605.0
2606606,Ibimirim - PE,2024,28760.0
2606705,Ibirajuba - PE,2024,7344.0
2606804,Igarassu - PE,2024,122312.0
2606903,Iguaracy - PE,2024,11366.0
2607000,Inajá - PE,2024,27488.0
2607109,Ingazeira - PE,2024,4959.0
2607208,Ipojuca - PE,2024,105638.0
2607307,Ipubi - PE,2024,30603.0
2607406,Itacuruba - PE,2024,4490.0
2607505,Itaíba - PE,2024,33691.0
2607604,Ilha de Itamaracá - PE,2024,25529.0
2607653,Itambé - PE,2024,36626.0
2607703,Itapetim - PE,2024,14232.0
2607752,Itapissuma - PE,2024,29463.0
2607802,Itaquitinga - PE,2024,17109.0
2607901,Jaboatão dos Guararapes - PE,2024,683285.0
2607950,Jaqueira - PE,2024,10483.0
2608008,Jataúba - PE,2024,16323.0
2608057,Jatobá - PE,2024,14463.0
2608107,João Alfredo - PE,2024,28903.0
2608206,Joaquim Nabuco - PE,2024,13506.0
2608255,Jucati - PE,2024,11975.0
2608305,Jupi - PE,2024,15943.0
2608404,Jurema - PE,2024,14027.0
2608453,Lagoa do Carro - PE,2024,18708.0
2608503,Lagoa de Itaenga - PE,2024,19915.0
2608602,Lagoa do Ouro - PE,2024,12364.0
2608701,Lagoa dos Gatos - PE,2024,14386.0
2608750,Lagoa Grande - PE,2024,24952.0
2608800,Lajedo - PE,2024,41786.0
2608909,Limoeiro - PE,2024,59125.0
2609006,Macaparana - PE,2024,24624.0
2609105,Machados - PE,2024,11471.0
2609154,Manari - PE,2024,26773.0
2609204,Maraial - PE,2024,9432.0
2609303,Mirandiba - PE,2024,14599.0
2609402,Moreno - PE,2024,57647.0
2609501,Nazaré da Mata - PE,2024,32153.0
2609600,Olinda - PE,2024,365402.0
2609709,Orobó - PE,2024,22438.0
2609808,Orocó - PE,2024,14100.0
2609907,Ouricuri - PE,2024,68329.0
2610004,Palmares - PE,2024,56615.0
2610103,Palmeirina - PE,2024,7154.0
2610202,Panelas - PE,2024,23449.0
2610301,Paranatama - PE,2024,12712.0
2610400,Parnamirim - PE,2024,19028.0
2610509,Passira - PE,2024,29719.0
2610608,Paudalho - PE,2024,59638.0
2610707,Paulista - PE,2024,362960.0
2610806,Pedra - PE,2024,23605.0
2610905,Pesqueira - PE,2024,65408.0
2611002,Petrolândia - PE,2024,35991.0
2611101,Petrolina - PE,2024,414083.0
2611200,Poção - PE,2024,10805.0
2611309,Pombos - PE,2024,26847.0
2611408,Primavera - PE,2024,14351.0
2611507,Quipapá - PE,2024,17974.0
2611533,Quixaba - PE,2024,6755.0
2611606,Recife - PE,2024,1587707.0
2611705,Riacho das Almas - PE,2024,21411.0
2611804,Ribeirão - PE,2024,34255.0
2611903,Rio Formoso - PE,2024,20460.0
2612000,Sairé - PE,2024,11218.0
2612109,Salgadinho - PE,2024,5620.0
2612208,Salgueiro - PE,2024,65635.0
2612307,Saloá - PE,2024,14173.0
2612406,Sanharó - PE,2024,18933.0
2612455,Santa Cruz - PE,2024,14320.0
2612471,Santa Cruz da Baixa Verde - PE,2024,11933.0
2612505,Santa Cruz do Capibaribe - PE,2024,104277.0
2612554,Santa Filomena - PE,2024,12402.0
2612604,Santa Maria da Boa Vista - PE,2024,42682.0
2612703,Santa Maria do Cambucá - PE,2024,14533.0
2612802,Santa Terezinha - PE,2024,10513.0
2612901,São Benedito do Sul - PE,2024,13479.0
2613008,São Bento do Una - PE,2024,51264.0
2613107,São Caitano - PE,2024,39117.0
2613206,São João - PE,2024,24772.0
2613305,São Joaquim do Monte - PE,2024,20440.0
2613404,São José da Coroa Grande - PE,2024,19468.0
2613503,São José do Belmonte - PE,2024,36752.0
2613602,São José do Egito - PE,2024,32491.0
2613701,São Lourenço da Mata - PE,2024,117759.0
2613800,São Vicente Férrer - PE,2024,17176.0
2613909,Serra Talhada - PE,2024,98143.0
2614006,Serrita - PE,2024,18759.0
2614105,Sertânia - PE,2024,34269.0
2614204,Sirinhaém - PE,2024,39233.0
2614303,Moreilândia - PE,2024,10849.0
2614402,Solidão - PE,2024,5403.0
2614501,Surubim - PE,2024,67515.0
2614600,Tabira - PE,2024,29093.0
2614709,Tacaimbó - PE,2024,14277.0
2614808,Tacaratu - PE,2024,24803.0
2614857,Tamandaré - PE,2024,24534.0
2615003,Taquaritinga do Norte - PE,2024,25497.0
2615102,Terezinha - PE,2024,6857.0
2615201,Terra Nova - PE,2024,9221.0
2615300,Timbaúba - PE,2024,47575.0
2615409,Toritama - PE,2024,43636.0
2615508,Tracunhaém - PE,2024,14393.0
2615607,Trindade - PE,2024,32086.0
2615706,Triunfo - PE,2024,15142.0
2615805,Tupanatinga - PE,2024,27009.0
2615904,Tuparetama - PE,2024,8252.0
2616001,Venturosa - PE,2024,17609.0
2616100,Verdejante - PE,2024,9474.0
2616183,Vertente do Lério - PE,2024,7782.0
2616209,Vertentes - PE,2024,22955.0
2616308,Vicência - PE,2024,27297.0
2616407,Vitória de Santo Antão - PE,2024,143799.0
2616506,Xexéu - PE,2024,11791.0
2700102,Água Branca - AL,2024,19550.0
2700201,Anadia - AL,2024,14193.0
2700300,Arapiraca - AL,2024,243661.0
2700409,Atalaia - AL,2024,38530.0
2700508,Barra de Santo Antônio - AL,2024,16735.0
2700607,Barra de São Miguel - AL,2024,8118.0
2700706,Batalha - AL,2024,17103.0
2700805,Belém - AL,2024,4820.0
2700904,Belo Monte - AL,2024,5898.0
2701001,Boca da Mata - AL,2024,21517.0
2701100,Branquinha - AL,2024,9786.0
2701209,Cacimbinhas - AL,2024,10701.0
2701308,Cajueiro - AL,2024,16605.0
2701357,Campestre - AL,2024,6807.0
2701407,Campo Alegre - AL,2024,32714.0
2701506,Campo Grande - AL,2024,8293.0
2701605,Canapi - AL,2024,15743.0
2701704,Capela - AL,2024,15068.0
2701803,Carneiros - AL,2024,9200.0
2701902,Chã Preta - AL,2024,6010.0
2702009,Coité do Nóia - AL,2024,11036.0
2702108,Colônia Leopoldina - AL,2024,15949.0
2702207,Coqueiro Seco - AL,2024,5700.0
2702306,Coruripe - AL,2024,51788.0
2702355,Craíbas - AL,2024,26115.0
2702405,Delmiro Gouveia - AL,2024,52809.0
2702504,Dois Riachos - AL,2024,9906.0
2702553,Estrela de Alagoas - AL,2024,15701.0
2702603,Feira Grande - AL,2024,23191.0
2702702,Feliz Deserto - AL,2024,4038.0
2702801,Flexeiras - AL,2024,9767.0
2702900,Girau do Ponciano - AL,2024,37335.0
2703007,Ibateguara - AL,2024,13992.0
2703106,Igaci - AL,2024,24452.0
2703205,Igreja Nova - AL,2024,22125.0
2703304,Inhapi - AL,2024,15417.0
2703403,Jacaré dos Homens - AL,2024,5182.0
2703502,Jacuípe - AL,2024,5432.0
2703601,Japaratinga - AL,2024,9443.0
2703700,Jaramataia - AL,2024,5075.0
2703759,Jequiá da Praia - AL,2024,9625.0
2703809,Joaquim Gomes - AL,2024,17386.0
2703908,Jundiá - AL,2024,4176.0
2704005,Junqueiro - AL,2024,24381.0
2704104,Lagoa da Canoa - AL,2024,18831.0
2704203,Limoeiro de Anadia - AL,2024,25197.0
2704302,Maceió - AL,2024,994464.0
2704401,Major Isidoro - AL,2024,17834.0
2704500,Maragogi - AL,2024,33232.0
2704609,Maravilha - AL,2024,9715.0
2704708,Marechal Deodoro - AL,2024,62341.0
2704807,Maribondo - AL,2024,13968.0
2704906,Mar Vermelho - AL,2024,3212.0
2705002,Mata Grande - AL,2024,22147.0
2705101,Matriz de Camaragibe - AL,2024,24330.0
2705200,Messias - AL,2024,15707.0
2705309,Minador do Negrão - AL,2024,4938.0
2705408,Monteirópolis - AL,2024,7341.0
2705507,Murici - AL,2024,25933.0
2705606,Novo Lino - AL,2024,10298.0
2705705,Olho d'Água das Flores - AL,2024,21132.0
2705804,Olho d'Água do Casado - AL,2024,8522.0
2705903,Olho d'Água Grande - AL,2024,4384.0
2706000,Olivença - AL,2024,11048.0
2706109,Ouro Branco - AL,2024,11699.0
2706208,Palestina - AL,2024,4410.0
2706307,Palmeira dos Índios - AL,2024,73596.0
2706406,Pão de Açúcar - AL,2024,24291.0
2706422,Pariconha - AL,2024,10803.0
2706448,Paripueira - AL,2024,14176.0
2706505,Passo de Camaragibe - AL,2024,14076.0
2706604,Paulo Jacinto - AL,2024,6697.0
2706703,Penedo - AL,2024,60189.0
2706802,Piaçabuçu - AL,2024,16201.0
2706901,Pilar - AL,2024,36499.0
2707008,Pindoba - AL,2024,2786.0
2707107,Piranhas - AL,2024,23053.0
2707206,Poço das Trincheiras - AL,2024,12974.0
2707305,Porto Calvo - AL,2024,24520.0
2707404,Porto de Pedras - AL,2024,9508.0
2707503,Porto Real do Colégio - AL,2024,20262.0
2707602,Quebrangulo - AL,2024,11305.0
2707701,Rio Largo - AL,2024,97435.0
2707800,Roteiro - AL,2024,6607.0
2707909,Santa Luzia do Norte - AL,2024,7065.0
2708006,Santana do Ipanema - AL,2024,47397.0
2708105,Santana do Mundaú - AL,2024,11568.0
2708204,São Brás - AL,2024,6557.0
2708303,São José da Laje - AL,2024,21193.0
2708402,São José da Tapera - AL,2024,31557.0
2708501,São Luís do Quitunde - AL,2024,31792.0
2708600,São Miguel dos Campos - AL,2024,53391.0
2708709,São Miguel dos Milagres - AL,2024,8687.0
2708808,São Sebastião - AL,2024,32701.0
2708907,Satuba - AL,2024,25000.0
2708956,Senador Rui Palmeira - AL,2024,12549.0
2709004,Tanque d'Arca - AL,2024,5909.0
2709103,Taquarana - AL,2024,19422.0
2709152,Teotônio Vilela - AL,2024,39161.0
2709202,Traipu - AL,2024,24124.0
2709301,União dos Palmares - AL,2024,60874.0
2709400,Viçosa - AL,2024,24423.0
2800100,Amparo do São Francisco - SE,2024,2206.0
2800209,Aquidabã - SE,2024,20542.0
2800308,Aracaju - SE,2024,628849.0
2800407,Arauá - SE,2024,10483.0
2800506,Areia Branca - SE,2024,18560.0
2800605,Barra dos Coqueiros - SE,2024,44384.0
2800670,Boquim - SE,2024,25038.0
2800704,Brejo Grande - SE,2024,8016.0
2801009,Campo do Brito - SE,2024,18646.0
2801108,Canhoba - SE,2024,3855.0
2801207,Canindé de São Francisco - SE,2024,33491.0
2801306,Capela - SE,2024,32716.0
2801405,Carira - SE,2024,20315.0
2801504,Carmópolis - SE,2024,14179.0
2801603,Cedro de São João - SE,2024,5482.0
2801702,Cristinápolis - SE,2024,17539.0
2801900,Cumbe - SE,2024,3906.0
2802007,Divina Pastora - SE,2024,4433.0
2802106,Estância - SE,2024,66978.0
2802205,Feira Nova - SE,2024,6207.0
2802304,Frei Paulo - SE,2024,14884.0
2802403,Gararu - SE,2024,11301.0
2802502,General Maynard - SE,2024,3111.0
2802601,Graccho Cardoso - SE,2024,5979.0
2802700,Ilha das Flores - SE,2024,8495.0
2802809,Indiaroba - SE,2024,16949.0
2802908,Itabaiana - SE,2024,108408.0
2803005,Itabaianinha - SE,2024,42114.0
2803104,Itabi - SE,2024,4823.0
2803203,Itaporanga d'Ajuda - SE,2024,35863.0
2803302,Japaratuba - SE,2024,16472.0
2803401,Japoatã - SE,2024,13707.0
2803500,Lagarto - SE,2024,105558.0
2803609,Laranjeiras - SE,2024,24170.0
2803708,Macambira - SE,2024,7024.0
2803807,Malhada dos Bois - SE,2024,3666.0
2803906,Malhador - SE,2024,11728.0
2804003,Maruim - SE,2024,15975.0
2804102,Moita Bonita - SE,2024,11288.0
2804201,Monte Alegre de Sergipe - SE,2024,14732.0
2804300,Muribeca - SE,2024,8033.0
2804409,Neópolis - SE,2024,16558.0
2804458,Nossa Senhora Aparecida - SE,2024,9496.0
2804508,Nossa Senhora da Glória - SE,2024,43255.0
2804607,Nossa Senhora das Dores - SE,2024,25537.0
2804706,Nossa Senhora de Lourdes - SE,2024,6404.0
2804805,Nossa Senhora do Socorro - SE,2024,202450.0
2804904,Pacatuba - SE,2024,12709.0
2805000,Pedra Mole - SE,2024,2818.0
2805109,Pedrinhas - SE,2024,7416.0
2805208,Pinhão - SE,2024,5769.0
2805307,Pirambu - SE,2024,8037.0
2805406,Poço Redondo - SE,2024,29117.0
2805505,Poço Verde - SE,2024,22214.0
2805604,Porto da Folha - SE,2024,27350.0
2805703,Propriá - SE,2024,27273.0
2805802,Riachão do Dantas - SE,2024,18579.0
2805901,Riachuelo - SE,2024,8875.0
2806008,Ribeirópolis - SE,2024,17362.0
2806107,Rosário do Catete - SE,2024,9499.0
2806206,Salgado - SE,2024,20772.0
2806305,Santa Luzia do Itanhy - SE,2024,13965.0
2806404,Santana do São Francisco - SE,2024,7530.0
2806503,Santa Rosa de Lima - SE,2024,4038.0
2806602,Santo Amaro das Brotas - SE,2024,11297.0
2806701,São Cristóvão - SE,2024,100360.0
2806800,São Domingos - SE,2024,10550.0
2806909,São Francisco - SE,2024,3323.0
2807006,São Miguel do Aleixo - SE,2024,3481.0
2807105,Simão Dias - SE,2024,44285.0
2807204,Siriri - SE,2024,7984.0
2807303,Telha - SE,2024,3373.0
2807402,Tobias Barreto - SE,2024,52613.0
2807501,Tomar do Geru - SE,2024,12145.0
2807600,Umbaúba - SE,2024,24538.0
2900108,Abaíra - BA,2024,7452.0
2900207,Abaré - BA,2024,18240.0
2900306,Acajutiba - BA,2024,14215.0
2900355,Adustina - BA,2024,14554.0
2900405,Água Fria - BA,2024,14871.0
2900504,Érico Cardoso - BA,2024,10948.0
2900603,Aiquara - BA,2024,4586.0
2900702,Alagoinhas - BA,2024,160662.0
2900801,Alcobaça - BA,2024,25494.0
2900900,Almadina - BA,2024,5327.0
2901007,Amargosa - BA,2024,38478.0
2901106,Amélia Rodrigues - BA,2024,24848.0
2901155,América Dourada - BA,2024,15583.0
2901205,Anagé - BA,2024,26715.0
2901304,Andaraí - BA,2024,13531.0
2901353,Andorinha - BA,2024,15485.0
2901403,Angical - BA,2024,14178.0
2901502,Anguera - BA,2024,11456.0
2901601,Antas - BA,2024,15061.0
2901700,Antônio Cardoso - BA,2024,11501.0
2901809,Antônio Gonçalves - BA,2024,11236.0
2901908,Aporá - BA,2024,16379.0
2901957,Apuarema - BA,2024,7114.0
2902005,Aracatu - BA,2024,14422.0
2902054,Araçás - BA,2024,11946.0
2902104,Araci - BA,2024,50336.0
2902203,Aramari - BA,2024,10122.0
2902252,Arataca - BA,2024,10463.0
2902302,Aratuípe - BA,2024,8981.0
2902401,Aurelino Leal - BA,2024,11409.0
2902500,Baianópolis - BA,2024,14110.0
